76.541,84.064
39.384,89.381
93.899,38.438
92.103,29.052
83.985,85.4
70.397,90.617
25.91,7.49
84.699,47.411
30.302,76.477
85.245,26.549
0.163,94.841
84.424,54.32
34.171,62.126
77.156,27.036
51.891,70.695
10.948,33.686
10.543,33.079
0.703,52.893
29.801,4.947
86.458,91.924
3.632,36.649
85.537,20.436
44.662,76.895
73.751,25.375
93.517,77.248
68.247,30.028
43.139,83.062
85.335,76.862
62.632,72.184
70.825,39.808
62.063,25.169
10.003,89.374
5.841,27.047
90.759,6.172
69.914,64.796
5.692,84.682
98.154,31.925
18.576,95.051
44.38,31.94
21.637,15.512
5.078,91.728
21.271,68.789
14.266,97.508
6.357,85.546
19.617,8.834
58.801,78.045
55.497,24.678
86.706,34.995
26.517,32.855
29.686,93.681
32.939,38.779
1.806,28.889
67.049,49.303
11.762,97.933
95.452,68.085
51.51,85.201
48.854,73.756
26.369,20.892
81.365,97.918
37.72,16.657
93.659,30.77
3.138,93.006
86.056,42.438
44.031,35.197
17.98,0.066
53.515,42.385
74.403,32.76
73.949,12.274
62.04,76.902
99.355,93.853
34.023,64.467
40.715,63.765
54.854,47.529
99.914,88.221
4.852,0.669
88.065,92.955
31.501,42.099
52.53,18.345
6.12,43.399
71.023,71.219
56.961,8.998
75.095,46.802
42.854,95.75
10.177,87.437
35.815,86.276
23.573,49.059
44.715,88.42
21.787,93.227
29.836,75.972
41.331,96.0
15.1,16.469
90.439,28.036
73.164,2.052
72.097,90.883
70.543,71.675
32.684,88.891
5.96,98.172
29.138,86.398
70.623,24.876
33.874,8.806
48.16,26.49
63.256,10.202
70.438,55.112
58.391,87.971
86.146,42.312
50.248,23.355
4.998,3.694
3.375,88.259
75.456,15.559
46.568,47.309
73.168,78.284
69.571,1.703
52.319,51.141
10.254,81.943
67.253,31.469
66.656,1.529
92.915,72.573
29.338,82.203
54.701,63.216
96.449,17.927
80.079,70.673
65.916,82.211
87.134,7.007
89.552,42.823
5.172,62.464
96.613,81.375
46.594,58.869
83.684,90.547
14.701,3.338
58.898,45.46
30.088,5.397
4.178,52.406
67.339,90.807
65.769,66.517
89.199,80.192
78.483,6.373
40.888,6.215
15.637,23.809
35.481,57.589
7.204,48.143
82.418,2.734
77.399,24.22
64.58,77.503
40.484,57.523
53.336,4.043
24.532,81.017
22.03,98.808
92.862,50.462
95.408,52.121
43.504,55.745
77.511,39.343
25.447,96.487
73.675,9.405
57.042,43.968
23.249,32.362
85.104,76.11
46.924,90.49
58.167,29.039
68.097,44.486
81.321,32.362
97.008,62.723
51.151,59.882
66.978,43.04
41.904,7.677
22.21,78.557
37.417,2.125
7.216,41.221
53.837,59.941
63.515,5.721
38.979,42.926
32.233,50.771
0.561,22.102
78.511,82.822
54.168,8.097
84.293,95.801
99.467,6.75
11.035,7.943
71.416,37.43
14.488,30.41
58.581,85.888
1.147,68.732
93.844,9.35
24.866,39.488
9.756,20.782
67.242,4.186
82.768,41.584
56.305,79.977
78.555,78.182
24.589,36.102
21.414,79.402
42.714,15.426
45.575,9.673
33.871,1.427
78.849,17.97
77.794,11.927
70.11,83.104
53.085,99.398
64.656,25.948
36.641,31.203
3.356,67.921
6.864,55.402
82.236,43.366
6.544,34.669
29.419,98.895
52.698,78.802
25.453,97.192
82.086,64.543
85.576,36.016
85.156,62.607
71.387,10.966
20.512,53.112
86.745,65.806
57.933,7.981
44.58,98.724
84.584,75.527
47.741,20.464
52.484,52.925
93.569,20.691
82.544,94.602
78.077,84.248
77.366,13.43
12.465,27.598
12.7,4.114
19.2,30.365
26.52,74.589
8.142,72.773
20.145,45.445
34.771,91.203
34.41,80.388
12.127,17.267
74.868,3.842
89.584,0.993
59.804,63.696
80.069,83.638
65.545,22.224
43.27,94.734
70.5,34.229
31.21,34.397
46.662,21.036
84.651,38.233
73.153,89.738
23.859,17.897
9.653,68.145
86.198,59.215
84.507,82.226
99.932,67.057
24.07,10.231
62.937,9.87
65.286,4.574
77.746,74.479
60.073,49.884
51.116,30.496
36.166,81.909
7.132,98.803
57.925,14.897
57.946,2.316
87.606,33.203
44.741,44.347
92.443,90.936
91.436,72.964
14.826,84.997
83.768,81.516
32.479,15.531
35.256,15.293
9.76,46.637
12.357,94.013
22.795,27.257
14.347,60.814
84.647,49.626
18.779,75.502
17.309,85.102
55.768,72.753
95.196,61.012
33.384,42.432
72.823,13.236
29.668,99.215
72.039,55.179
18.436,80.583
6.783,26.497
35.518,95.479
64.082,65.786
10.612,17.873
69.988,70.77
80.257,16.739
69.923,74.493
10.676,82.378
71.613,81.463
83.924,52.179
15.791,2.412
41.636,92.27
85.853,55.414
58.353,96.96
45.591,71.309
37.275,80.209
6.233,18.966
34.111,67.091
11.318,55.388
19.59,22.118
15.408,27.974
38.014,46.642
68.734,65.499
58.211,83.482
85.2,86.848
52.902,85.819
91.256,39.119
8.074,28.702
93.418,2.948
0.843,35.227
59.4,7.124
65.614,27.449
53.194,15.186
5.891,17.016
5.681,74.389
28.362,23.239
1.497,34.319
41.806,38.533
94.181,16.924
5.21,58.607
33.709,74.103
76.665,72.202
52.912,44.629
18.602,21.869
42.585,76.863
25.457,66.345
27.48,27.838
94.488,71.543
21.462,8.304
52.406,42.298
71.576,49.548
28.461,22.627
85.949,1.751
5.074,98.755
37.958,9.405
48.361,39.012
45.182,40.354
21.698,27.781
73.401,71.031
38.448,33.771
74.645,67.406
22.17,0.512
65.808,91.627
95.787,41.24
35.355,97.125
32.42,24.467
39.216,29.577
58.692,37.21
24.955,73.238
47.175,49.622
69.222,69.096
10.759,20.715
83.368,29.53
48.333,95.106
53.457,1.198
95.653,48.956
2.787,30.746
3.854,53.969
58.954,81.569
95.795,67.088
52.85,64.276
85.31,81.561
76.533,81.583
11.894,48.192
38.623,86.962
21.772,41.448
52.188,32.846
72.86,86.037
30.801,16.834
44.475,18.024
98.063,63.464
39.342,59.708
41.555,82.224
74.862,3.098
2.146,12.956
30.649,70.729
93.515,79.392
38.047,43.032
51.771,12.634
62.535,99.143
9.658,22.851
60.626,27.752
85.868,9.657
54.769,48.708
88.043,97.79
55.391,46.125
13.714,24.312
54.167,58.387
97.753,33.812
79.277,74.326
32.552,74.989
38.22,73.162
14.38,60.07
94.873,76.997
67.055,39.63
69.868,6.217
44.974,52.324
47.861,41.837
20.573,51.22
47.821,55.342
94.948,65.312
20.437,9.027
53.313,34.292
80.109,41.292
88.419,98.26
71.698,46.598
16.251,63.619
23.46,11.603
64.194,4.173
63.947,10.829
43.408,17.797
13.475,21.93
74.557,35.287
13.87,20.713
95.538,47.314
18.388,69.08
52.062,46.695
20.021,49.88
83.835,40.91
49.966,72.689
94.255,46.397
56.97,89.388
55.493,83.008
72.209,13.229
22.518,23.778
75.297,60.55
65.346,0.253
40.524,6.809
62.819,49.969
73.761,22.795
60.917,83.914
17.378,72.861
14.795,9.966
20.352,41.386
68.794,65.066
45.712,85.804
84.646,73.353
23.904,10.217
19.098,77.08
73.518,13.288
63.876,73.632
89.782,14.656
52.697,30.663
52.643,46.942
60.391,78.798
73.297,90.538
48.52,86.832
45.329,95.589
34.034,6.674
44.531,52.963
14.805,82.71
82.621,19.186
23.742,85.881
71.802,4.489
14.493,68.457
53.283,41.675
88.88,80.214
97.552,16.576
90.024,77.065
49.416,28.732
29.397,42.873
45.013,29.176
63.73,10.545
32.307,45.925
58.578,57.027
99.328,85.805
94.502,50.737
14.7,45.595
70.156,54.591
61.461,42.94
71.086,86.318
42.98,60.41
52.202,90.742
15.404,12.597
86.352,4.456
53.806,22.124
38.388,65.019
75.069,45.038
83.755,96.818
16.784,92.982
42.716,55.392
3.486,90.601
33.264,98.758
51.435,42.196
72.532,62.117
91.518,95.594
2.906,37.457
59.747,85.647
70.342,12.933
64.105,36.003
95.767,71.125
44.037,98.447
75.904,68.605
78.228,16.888
15.261,72.57
73.127,92.161
30.437,31.304
54.318,87.826
81.044,49.531
46.163,62.538
66.943,71.977
84.718,30.151
2.508,3.026
35.116,77.708
74.87,47.7
86.629,3.549
34.486,68.998
32.188,92.11
79.211,6.696
14.149,39.473
6.189,46.155
38.242,19.922
22.178,64.45
77.702,40.424
74.482,49.189
22.699,58.568
87.558,17.668
10.944,61.004
9.591,52.888
76.457,68.398
54.672,55.049
50.458,34.214
98.811,58.79
18.146,81.944
25.523,40.793
78.511,3.613
35.684,68.272
14.871,91.856
29.131,42.683
62.666,37.107
26.223,45.003
48.647,6.345
24.532,32.252
55.251,54.482
81.383,75.775
40.164,32.536
58.768,33.329
64.939,84.059
55.632,54.678
66.354,86.821
58.096,11.832
39.687,53.074
48.251,11.865
31.68,85.365
22.235,98.647
62.876,49.96
27.997,27.279
95.761,96.049
77.012,51.02
19.349,17.647
48.262,21.4
10.499,77.429
29.522,97.54
47.471,12.632
53.666,8.954
50.918,99.654
19.47,30.496
63.404,34.192
66.399,61.558
84.788,37.595
59.059,44.032
87.971,30.344
47.608,37.817
81.562,45.37
89.228,30.262
88.802,70.793
77.603,25.853
24.964,42.7
51.484,83.526
57.994,15.118
7.719,48.1
69.935,90.301
27.244,64.262
91.404,49.359
73.536,66.316
64.747,27.754
40.369,27.907
89.864,53.765
71.83,79.219
19.593,48.005
57.864,65.169
70.142,13.358
77.551,62.917
81.484,20.666
71.308,52.276
50.558,43.579
4.59,75.985
41.54,71.695
75.701,65.75
17.961,21.711
82.76,26.203
19.239,15.255
41.088,56.956
95.177,40.468
30.446,12.546
92.572,65.468
14.199,22.695
43.012,56.885
26.864,97.515
10.962,59.282
80.736,1.195
58.738,66.494
44.273,42.854
75.645,59.46
58.916,78.229
80.167,36.363
63.868,36.739
66.942,59.527
63.68,62.39
84.611,2.776
44.114,37.755
97.64,16.523
89.101,71.435
62.135,13.31
47.454,80.137
73.646,42.522
82.168,62.83
67.419,28.085
24.629,20.15
65.854,31.661
8.497,90.862
6.286,93.031
67.087,51.924
64.019,11.363
21.133,95.678
37.723,27.615
5.418,97.687
12.61,62.219
28.929,70.699
0.377,27.911
60.76,35.562
12.676,7.109
99.667,74.925
92.042,82.775
75.064,95.552
39.023,56.334
89.266,63.632
33.389,9.593
15.99,20.689
72.613,95.191
47.76,6.443
15.097,89.967
9.049,24.546
76.983,3.219
53.44,21.669
12.749,87.394
29.504,9.914
2.537,89.161
80.552,61.208
40.401,78.346
13.971,5.007
77.28,29.091
84.315,87.373
36.835,33.761
84.336,74.151
65.107,15.423
57.564,43.614
61.804,3.757
76.055,77.232
45.297,50.618
92.37,1.457
36.241,48.976
77.415,48.966
32.345,10.325
71.751,79.972
73.56,99.155
82.817,95.232
63.245,96.216
5.761,42.0
67.812,31.823
60.574,4.045
50.576,23.241
10.175,14.94
42.928,32.159
54.418,23.995
58.504,82.633
62.976,11.78
67.456,41.501
9.799,79.485
38.812,95.227
99.864,99.06
37.858,55.519
63.741,20.855
63.129,60.896
12.84,56.82
14.711,82.35
21.717,38.484
73.265,23.333
76.459,74.53
13.895,95.877
61.21,55.283
7.331,36.847
21.211,56.142
79.955,10.621
43.039,5.489
56.179,53.184
8.401,88.128
45.11,88.901
9.986,30.126
4.368,19.294
35.38,3.401
69.38,65.15
79.166,68.379
95.95,12.434
97.327,20.014
13.885,17.311
90.879,7.252
41.035,17.548
95.79,43.615
39.461,74.449
57.867,55.865
73.868,22.961
68.014,56.495
87.851,4.739
42.466,23.831
53.286,40.0
90.822,57.022
58.486,51.03
66.484,7.111
78.848,88.425
26.703,6.721
80.439,43.93
58.979,20.892
83.996,0.927
87.242,66.163
16.237,67.277
36.063,69.372
11.169,32.279
71.508,97.203
21.521,66.46
17.187,50.129
49.326,86.716
35.681,30.662
32.125,24.792
53.399,5.414
48.133,88.325
13.327,14.813
43.543,66.492
24.451,27.219
82.856,52.684
16.609,62.73
30.942,9.441
31.156,99.64
16.834,46.055
43.706,0.001
91.006,76.191
88.185,3.892
75.492,22.2
58.94,47.726
78.817,95.988
73.767,45.413
14.126,34.252
2.207,83.607
17.869,32.503
60.553,97.539
38.738,0.846
57.047,51.324
65.522,82.137
37.469,34.867
94.966,14.734
32.897,69.879
49.363,45.877
9.237,20.462
49.912,5.237
82.963,97.827
74.097,68.21
52.106,54.693
86.477,72.187
41.6,63.464
54.863,13.595
0.565,5.086
89.372,6.072
23.433,85.881
86.243,95.63
24.575,35.361
48.68,50.636
87.518,91.623
40.724,21.42
91.876,54.263
93.366,14.06
64.179,98.465
92.229,12.228
46.267,38.95
35.158,66.387
5.324,42.753
23.106,80.715
47.627,51.989
87.86,90.141
24.101,22.895
29.905,26.951
80.939,2.95
34.643,73.212
42.897,98.981
70.544,47.328
37.582,0.068
41.434,71.756
19.84,51.44
48.951,29.855
39.693,70.131
11.545,13.791
83.671,61.365
19.945,19.731
39.27,2.74
4.931,31.254
58.705,35.968
37.926,48.347
14.724,89.037
63.963,54.691
37.886,38.482
11.505,47.2
1.369,72.638
93.534,92.054
32.462,64.394
99.494,72.388
56.244,58.826
50.852,71.448
53.896,88.538
88.632,62.792
40.256,40.255
29.507,84.786
57.253,89.664
30.217,41.328
93.687,2.044
90.644,52.677
37.701,37.136
36.599,98.164
86.787,32.008
81.534,60.694
30.406,85.893
15.758,26.65
66.129,53.125
98.056,46.748
96.191,58.989
62.576,97.505
65.795,93.899
91.073,59.922
98.529,63.831
80.391,5.796
12.009,69.378
35.6,33.798
94.841,92.504
45.816,57.24
59.833,90.011
78.236,67.349
92.928,46.77
63.98,84.034
16.939,20.475
54.729,2.807
75.022,0.924
40.836,77.614
32.733,83.877
62.197,21.446
23.074,71.306
50.237,12.608
16.421,37.498
50.275,64.719
45.537,86.287
75.222,42.547
16.641,63.421
7.559,4.139
6.887,71.364
2.716,89.385
8.55,10.763
94.863,61.179
74.368,3.008
21.084,68.69
48.075,7.329
76.079,1.826
44.498,63.757
36.52,76.892
34.605,7.461
69.038,80.736
57.296,80.854
74.39,44.297
90.872,80.613
76.075,61.106
45.863,40.655
25.497,97.836
41.785,52.964
57.845,63.881
51.747,63.025
11.66,19.896
53.496,74.426
61.394,9.54
9.0,50.096
88.672,90.641
64.641,48.808
26.409,91.35
7.056,63.651
36.078,44.755
49.383,70.467
81.05,33.124
80.172,10.394
84.988,68.451
15.97,33.898
98.609,78.032
67.151,34.678
57.014,16.136
91.308,37.704
62.052,63.122
94.054,11.771
8.933,35.98
82.235,80.11
65.197,96.932
74.802,54.031
29.282,47.055
99.783,18.859
70.758,21.779
74.924,9.314
